;storm_code;shear_kt;sst_c;rh_pct;heat_content;storm_bearing_deg;storm_motion_kt;lat_hurdat2;lon_hurdat2;lat_s;lon_s
4067;AL202021;7;28.7;67;21;285;9;8.7;-27.1;8.5;-26.8
4068;AL202021;1;28.4;63;17;290;12;9.2;-28.4;9.2;-28.4
4069;AL202021;6;28.1;62;12;290;12;9.8;-29.5;9.7;-29.5
4070;AL202021;7;28.1;61;10;300;10;10.5;-30.6;10.3;-30.2
4071;AL202021;10;27.9;59;8;310;14;11;-31.8;11.4;-31.7
4072;AL202021;8;27.7;62;7;295;13;11.4;-33;11.3;-33
4073;AL202021;15;27.5;60;7;295;11;11.8;-33.9;11.8;-33.8
4074;AL202021;17;27.6;58;13;290;11;12.1;-34.9;12.1;-35
4075;AL202021;20;27.8;55;21;290;10;12.5;-35.8;12.5;-35.8
4076;AL202021;18;28;54;28;290;10;12.7;-36.7;12.7;-36.7
4077;AL202021;18;27.8;54;27;295;9;13.5;-37.7;13.3;-37.5
4078;AL202021;19;27.6;53;30;300;10;14.4;-38.4;14.3;-38.4
4079;AL202021;23;27.3;52;21;320;14;15.1;-39.2;15.6;-39.4
4080;AL202021;19;27.6;51;25;310;9;15.7;-40;15.6;-39.9
4081;AL202021;17;27.5;49;23;315;11;16.5;-41;16.6;-40.8
4082;AL202021;22;27.5;45;15;305;13;17.2;-42.1;17.4;-42.4
4083;AL212021;41;23;46;0;125;18;36.5;-46;36.5;-46.1
4084;AL212021;27;23.1;47;0;105;16;36.6;-44.2;36.6;-44.2
4085;AL212021;26;22.9;47;0;105;13;36.5;-43.4;36.5;-43.3
4086;AL212021;22;22.9;46;0;105;13;36.4;-43.5;36.5;-43.3
4087;AL212021;26;23;44;0;215;7;35.8;-44;35.9;-43.8
4088;AL212021;39;23.4;44;0;205;9;34.8;-44.2;34.8;-44.2
4089;AL212021;35;23.6;46;0;135;11;34.1;-43.4;34;-43.3
4090;AL212021;30;23.7;52;0;80;7;34.1;-42.6;34.1;-42.5
4091;AL212021;25;24;55;0;75;6;34.4;-41.9;34.3;-42
4092;AL212021;20;24.2;59;0;65;8;34.9;-41.3;34.8;-41.2
4093;AL212021;17;24;62;0;35;9;35.5;-40.7;35.5;-40.6
4094;AL212021;15;23.3;60;0;5;7;36.2;-40.5;36.2;-40.5
4095;AL212021;12;23.1;59;0;10;7;36.9;-40.4;36.9;-40.4
4096;AL212021;12;23;59;0;15;7;37.6;-40.2;37.6;-40.1
4097;AL212021;11;22.6;57;0;15;7;38.4;-39.9;38.3;-39.9
4098;AL212021;9;21;56;0;15;10;39.3;-39.7;39.4;-39.6
4099;AL212021;10;20.7;54;0;10;9;40.2;-39.7;40.2;-39.6
4100;AL212021;10;20.8;52;0;5;8;41;-39.7;41.1;-39.6
4101;AL212021;12;20.1;50;0;0;8;41.7;-39.7;41.7;-39.6
4102;AL212021;15;19.6;49;0;0;6;42.1;-39.6;42.3;-39.6
4103;AL212021;18;19.6;51;0;75;4;42.3;-39;42.3;-39
4104;AL212021;23;19.8;50;0;110;5;42;-38.3;42.1;-38.4
4105;AL212021;22;20.5;44;0;145;7;41.1;-37.8;41.1;-37.8
4106;AL212021;18;21.4;40;0;155;10;39.6;-37.5;39.6;-37.4
4107;AL212021;13;22;38;0;185;12;38.4;-38;38.4;-37.9
4108;AL212021;3;22.3;37;0;200;9;37.6;-38.3;37.6;-38.3
4109;AL212021;3;22.5;36;0;190;7;37.2;-38.4;37;-38.2
4110;AL212021;9;22.5;42;0;120;3;37.1;-38;37;-38
4111;AL212021;15;22.3;48;0;50;6;37.4;-37.4;37.4;-37.4
4112;AL212021;21;22.3;55;0;50;11;38.1;-36.4;38.1;-36.3
4113;AL212021;20;21.7;48;0;50;17;39.2;-34.9;39.1;-34.6
4114;AL012022;25;25.5;66;0;0;5;21.3;-87.5;21.3;-87.5
4115;AL012022;26;25.4;65;0;335;3;21.6;-87.3;21.5;-87.6
4116;AL012022;26;26.1;62;1;40;4;21.9;-87.1;21.9;-86.9
4117;AL012022;23;26;61;1;10;4;22.2;-86.9;22.2;-87
4118;AL012022;15;27;62;19;40;5;22.8;-86.3;22.7;-86.3
4119;AL012022;21;28;61;24;45;10;23.9;-85.1;24;-84.5
4120;AL012022;31;27.8;59;10;45;17;25;-83.7;25.1;-83.8
4121;AL012022;26;28.5;59;26;45;17;26.2;-82;26.1;-82
4122;AL012022;28;26.3;61;0;50;18;27.2;-80.4;27.3;-80.5
4123;AL012022;33;27;65;5;55;17;28;-78.8;28;-78.9
4124;AL012022;35;26.8;65;5;65;15;28.8;-77.2;28.6;-77.5
4125;AL012022;34;26.4;66;2;60;20;29.9;-75;29.9;-75
4126;AL012022;26;26;68;0;60;24;31;-72.5;30.9;-72.5
4127;AL012022;28;26;63;0;60;24;32.1;-70.2;32.1;-70.1
4128;AL012022;34;25.6;59;0;60;21;33;-67.8;33;-68
4129;AL012022;34;24.6;60;0;65;23;33.8;-65.2;33.7;-65.2
4130;AL012022;34;23.6;53;0;65;25;34.7;-62.2;34.7;-62.2
4131;AL022022;8;29;69;38;275;15;8.7;-52.2;8.5;-52
4132;AL022022;11;28.2;68;25;275;17;9.1;-54.2;9.1;-54.2
4133;AL022022;9;28;69;26;280;20;9.6;-56.5;9.6;-56.5
4134;AL022022;5;27.8;70;32;280;20;10.2;-58.9;10;-58.3
4135;AL022022;6;27.8;70;10;285;24;10.7;-61.6;10.6;-61.2
4136;AL022022;12;26.8;64;2;280;26;11.1;-64;11.1;-64.3
4137;AL022022;10;26.9;60;3;280;26;11.4;-66.2;11.3;-66.3
4138;AL022022;11;27;62;4;280;20;11.7;-68;11.5;-68.1
4139;AL022022;6;27;63;4;280;18;11.9;-69.7;11.9;-69.7
4140;AL022022;4;27.6;64;10;280;16;12;-71.4;12;-71.4
4141;AL022022;1;27.5;68;8;270;17;12;-73.1;12;-73.1
4142;AL022022;4;28.2;67;16;270;17;12;-74.9;12;-74.9
4143;AL022022;6;28;67;18;270;18;11.9;-76.7;11.9;-76.8
4144;AL022022;7;27.8;71;13;265;17;11.6;-78.5;11.6;-78.5
4145;AL022022;4;27.9;71;13;260;17;11.3;-80.2;11.2;-80.3
4146;AL022022;1;27.9;69;11;270;15;11.2;-81.8;11.3;-81.8
4147;AL022022;1;27.9;71;9;265;14;10.9;-83.1;10.9;-83.2
4148;AL022022;2;28;72;10;270;14;11.1;-84.5;11.2;-84.5
4149;AL022022;2;27.7;72;6;270;13;11.2;-85.9;11.2;-85.8
4150;AL032022;25;28.1;61;14;25;7;33;-79.9;33;-79.8
4151;AL032022;20;27.8;63;10;40;6;33.4;-79.4;33.5;-79.3
4152;AL032022;17;27.6;65;8;45;6;33.8;-78.9;33.8;-78.9
4153;AL052022;12;27.4;49;11;70;3;38.1;-45.2;38.1;-45.2
4154;AL052022;10;27.4;48;10;80;3;38.1;-44.8;38.1;-44.8
4155;AL052022;12;27.3;46;9;90;2;38;-44.4;38.1;-44.6
4156;AL052022;11;27.3;45;8;100;3;37.9;-44.1;38;-44.1
4157;AL052022;14;27.2;45;7;100;4;37.8;-43.8;37.9;-43.6
4158;AL052022;12;27.1;45;7;90;3;37.8;-43.6;38;-43.2
4159;AL052022;8;27.1;44;6;0;0;37.9;-43.5;37.9;-43.5
4160;AL052022;10;27.1;45;6;0;0;38;-43.6;37.9;-43.4
4161;AL052022;6;27.1;45;7;270;1;38;-43.8;38;-43.5
4162;AL052022;6;27.1;45;7;270;5;38;-44.6;38;-44.7
4163;AL052022;5;27.1;46;8;270;4;37.9;-45;38;-45
4164;AL052022;4;27.2;48;10;285;2;37.9;-45.3;38.1;-45.2
4165;AL052022;4;26.8;51;7;280;2;38.1;-45.4;38.1;-45.3
4166;AL052022;5;26.9;49;7;0;1;38.4;-45.2;38.3;-45.2
4167;AL052022;8;26.9;51;6;20;2;38.7;-45;38.7;-44.9
4168;AL052022;6;26.8;53;4;25;4;39.2;-44.6;39.3;-44.6
4169;AL052022;13;25.7;53;0;30;7;39.9;-44.1;39.9;-44.1
4170;AL052022;15;25.3;54;0;30;9;40.6;-43.6;40.8;-43.5
4171;AL052022;17;25.5;52;0;30;9;41.3;-43.1;41.4;-42.9
4172;AL052022;15;25.7;54;0;35;8;41.8;-42.5;41.9;-42.3
4173;AL052022;18;25.8;51;0;50;6;42.1;-41.8;42;-41.7
4174;AL052022;13;25.6;47;0;60;6;42.3;-41;42.3;-40.9
4175;AL052022;16;25.1;43;0;70;6;42.5;-39.9;42.5;-39.9
4176;AL052022;13;24.6;45;0;65;8;42.9;-38.6;43;-38.8
4177;AL052022;9;24.3;45;0;70;10;43.5;-37.2;43.3;-37.1
4178;AL052022;17;23.7;45;0;50;14;44.4;-35.6;44.4;-35.6
4179;AL052022;17;21.9;45;0;55;14;45.3;-33.9;45.1;-33.6
4180;AL052022;17;20.9;51;0;50;15;46.2;-32.4;46.2;-32.3
4181;AL052022;23;20.7;49;0;45;14;47.3;-31.4;47.2;-31.4
4182;AL062022;12;28.9;50;49;295;12;18.3;-59.8;18.3;-59.8
4183;AL062022;15;29;50;44;285;11;18.6;-60.9;18.6;-60.9
4184;AL062022;13;29;49;39;290;11;18.9;-61.9;18.9;-61.9
4185;AL062022;14;29;52;45;285;9;19.2;-62.9;19.1;-62.8
4186;AL062022;15;29.1;53;56;285;10;19.4;-63.6;19.4;-63.9
4187;AL062022;18;29.3;52;62;285;8;19.5;-64.1;19.5;-64.5
4188;AL062022;15;28.8;52;58;300;3;19.8;-64.6;19.5;-64.4
4189;AL062022;12;29;54;60;300;4;20;-65;20;-64.9
4190;AL062022;15;29.2;55;64;305;3;20.3;-65.3;20.1;-65.3
4191;AL062022;21;29.1;54;59;330;4;20.8;-65.4;20.6;-65.4
4192;AL062022;20;28.8;52;51;350;5;21.5;-65.2;21.5;-65.2
4193;AL062022;18;28.9;54;51;0;5;22;-65.2;21.9;-65.2
4194;AL062022;24;28.9;55;47;5;6;22.5;-65.2;22.5;-65.2
4195;AL062022;28;28.9;53;40;355;6;23.1;-65.3;23.1;-65.3
4196;AL062022;29;28.8;56;37;350;6;23.5;-65.7;23.5;-65.7
4197;AL062022;28;28.8;56;35;0;5;23.9;-65.7;23.9;-65.7
4198;AL062022;26;29;54;39;350;5;24.5;-65.8;24.6;-65.8
4199;AL062022;28;29.1;55;45;350;5;25;-65.9;25;-65.9
4200;AL062022;28;29.2;54;52;0;5;25.4;-65.8;25.4;-65.8
4201;AL062022;19;29.1;57;54;5;5;26.1;-65.6;26.1;-65.6
4202;AL062022;17;29;54;41;10;7;26.8;-65.5;26.8;-65.5
4203;AL062022;16;29.3;54;35;5;8;27.7;-65.5;27.7;-65.5
4204;AL062022;4;29.2;58;30;5;8;28.7;-65.3;28.6;-65.3
4205;AL062022;2;28.9;60;21;30;10;29.7;-64.8;29.7;-64.7
4206;AL062022;5;29;59;20;25;11;30.6;-64.3;30.6;-64.3
4207;AL062022;6;29.1;62;22;30;13;31.9;-63.2;31.9;-63.2
4208;AL062022;8;28.8;66;25;30;18;33.4;-61.9;33.4;-61.9
4209;AL062022;10;28.8;62;21;45;22;34.9;-59.8;34.9;-59.8
4210;AL062022;13;28.2;61;19;45;25;37.1;-56.8;37.1;-56.8
4211;AL062022;28;27.2;64;19;35;34;40;-54.3;40;-54.3
4212;AL062022;45;23.6;62;0;25;30;42.4;-53.3;42.4;-53.3
4213;AL062022;37;22;59;0;20;14;43.3;-52.8;43.3;-52.8
4214;AL072022;11;28.3;55;39;285;11;16.6;-50.1;16.7;-50.1
4215;AL072022;13;28.2;53;26;285;12;16.6;-51.3;16.9;-51.4
4216;AL072022;14;28.4;52;23;270;11;16.5;-52.4;16.6;-52.4
4217;AL072022;15;28.6;50;28;270;12;16.4;-53.6;16.6;-53.7
4218;AL072022;12;28.8;51;39;265;12;16.3;-54.8;16.3;-54.8
4219;AL072022;13;28.9;51;55;265;13;16.1;-56.2;16.1;-56.2
4220;AL072022;15;29.2;49;67;260;13;15.8;-57.5;15.8;-57.5
4221;AL072022;14;29.1;51;63;265;13;15.8;-58.8;15.8;-58.8
4222;AL072022;15;29.3;53;58;280;14;16.3;-60.4;16.3;-60.4
4223;AL072022;13;29.5;52;52;280;13;16.4;-61.6;16.5;-61.6
4224;AL072022;12;29.6;56;53;270;12;16.3;-62.6;16.3;-62.8
4225;AL072022;7;29.7;57;55;260;7;16.4;-63.3;16.2;-63.1
4226;AL072022;9;29.6;56;71;285;8;16.5;-64;16.7;-64.1
4227;AL072022;8;29.5;57;81;280;8;16.5;-64.7;16.4;-64.7
4228;AL072022;15;29.5;55;94;285;7;16.9;-65.5;16.9;-65.5
4229;AL072022;15;29.5;56;88;285;6;17.2;-66.2;17.1;-66.1
4230;AL072022;17;29.6;55;71;305;8;17.8;-66.9;17.8;-66.9
4231;AL072022;14;29.5;54;71;300;9;18.1;-67.8;18.1;-67.8
4232;AL072022;13;29.5;58;75;300;7;18.2;-68.4;18.2;-68.4
4233;AL072022;16;29.4;59;72;310;7;18.8;-68.9;18.7;-68.9
4234;AL072022;12;29.4;60;70;315;9;19.5;-69.5;19.6;-69.5
4235;AL072022;11;29.6;58;66;325;9;20.2;-70.1;20.3;-70.1
4236;AL072022;17;29.6;59;59;325;9;20.8;-70.7;20.8;-70.7
4237;AL072022;22;29.5;57;62;330;9;21.5;-71.2;21.6;-71.2
4238;AL072022;19;29.4;58;70;330;8;22.3;-71.7;22.3;-71.7
4239;AL072022;10;29.4;60;85;345;7;22.9;-71.8;22.9;-71.8
4240;AL072022;15;29.5;60;87;355;6;23.5;-71.8;23.5;-71.8
4241;AL072022;15;29.5;61;68;10;7;24.2;-71.7;24.2;-71.7
4242;AL072022;13;29.6;62;52;10;8;25.1;-71.6;25.1;-71.6
4243;AL072022;17;29.5;63;36;10;9;26;-71.4;26;-71.4
4244;AL072022;17;29.5;60;29;15;9;26.9;-71.1;26.8;-71
4245;AL072022;14;29.5;58;30;20;11;28;-70.6;28;-70.6
4246;AL072022;12;29.4;56;28;20;16;29.5;-70;29.6;-69.9
4247;AL072022;7;28.8;54;19;30;16;30.9;-69;30.9;-69
4248;AL072022;10;28.2;57;16;30;19;32.5;-67.5;32.5;-67.8
4249;AL072022;15;27.2;59;10;45;25;34.3;-65;34.3;-65
4250;AL072022;23;27.1;59;16;40;35;37.8;-61.7;37.5;-61.6
4251;AL072022;48;22.2;60;0;20;45;42.3;-60.7;42.3;-60.7
4252;AL072022;51;17.5;52;0;0;35;45;-61.2;45.1;-61.1
4253;AL072022;45;15.2;48;0;0;22;46.8;-61.2;47.2;-61.6
4254;AL082022;19;27.1;53;3;20;15;34;-45;34.1;-44.8
4255;AL082022;23;26.2;50;0;20;16;35.5;-44.1;35.6;-44.1
4256;AL082022;25;25.7;50;0;25;17;36.9;-43.1;37;-43.1
4257;AL082022;27;25.5;47;0;35;14;37.9;-42;37.9;-42
4258;AL082022;27;24.9;44;0;45;12;38.6;-40.7;38.7;-40.8
4259;AL082022;29;24.5;40;0;60;15;39.4;-38.6;39.3;-38.8
4260;AL082022;28;24.1;38;0;60;16;40.1;-36.5;40.1;-36.3
4261;AL082022;28;24.2;37;0;65;18;40.7;-34.8;40.8;-34.4
4262;AL082022;28;23.4;34;0;70;15;41;-33.1;41.1;-32.7
4263;AL082022;29;23.7;33;0;75;13;41.1;-31.5;41;-31.2
4264;AL082022;23;23.4;31;0;85;12;40.9;-30.1;40.8;-29.9
4265;AL082022;22;23.6;32;0;120;6;40.5;-29.2;40.5;-29.2
4266;AL082022;25;23.9;31;0;145;8;39.8;-28.8;39.8;-28.6
4267;AL082022;25;23.9;34;0;160;6;39.1;-29.2;39.1;-29.1
4268;AL082022;23;24;37;0;220;7;38.2;-30.4;38.2;-30.3
4269;AL082022;24;24.4;39;0;260;7;38;-31.4;38.1;-31.2
4270;AL082022;21;24.5;43;0;265;8;38.4;-32.7;38.5;-32.8
4271;AL082022;14;24.4;43;0;295;11;38.9;-34.1;38.9;-34
4272;AL082022;29;24;45;0;270;12;39.4;-35.7;39.3;-35.8
4273;AL082022;35;24;47;0;285;11;39.2;-37;39.2;-37
4274;AL092022;29;29.5;71;50;300;11;13.7;-68.1;13.7;-68.1
4275;AL092022;25;29.8;69;74;300;12;14.2;-69.3;14.1;-69.4
4276;AL092022;22;29.8;68;92;290;13;14.6;-70.6;14.6;-70.7
4277;AL092022;12;29.7;66;80;290;10;14.7;-71.7;14.8;-71.5
4278;AL092022;9;29.7;67;78;275;11;14.7;-72.9;14.7;-72.8
4279;AL092022;12;30.3;67;94;260;13;14.5;-74.4;14.4;-74.5
4280;AL092022;8;30.6;69;70;265;15;14.4;-75.8;14.2;-76.2
4281;AL092022;5;30.8;71;62;275;11;14.6;-77.2;14.6;-77.2
4282;AL092022;8;30.7;71;60;280;11;14.6;-78.3;14.6;-78.3
4283;AL092022;12;30.1;71;61;285;12;15;-79.4;15;-79.4
4284;AL092022;7;30.2;73;55;300;10;15.8;-80.1;15.7;-80
4285;AL092022;3;30;73;50;315;11;16.8;-80.9;16.9;-80.9
4286;AL092022;2;30.2;72;57;320;12;17.7;-81.7;17.7;-81.7
4287;AL092022;3;29.9;74;61;325;12;18.7;-82.4;18.7;-82.4
4288;AL092022;1;30.3;73;85;330;11;19.7;-83;19.7;-83
4289;AL092022;2;30.4;71;102;330;11;20.8;-83.3;20.8;-83.3
4290;AL092022;8;30.6;69;100;345;11;21.8;-83.6;21.8;-83.6
4291;AL092022;10;30.2;67;82;0;9;22.6;-83.6;22.6;-83.6
4292;AL092022;12;29.7;64;64;10;9;23.5;-83.3;23.5;-83.3
4293;AL092022;18;30.1;59;57;15;9;24.4;-83;24.4;-83
4294;AL092022;22;30.4;55;53;15;9;25.2;-82.9;25.2;-82.9
4295;AL092022;19;30.2;49;78;15;9;26;-82.7;26;-82.7
4296;AL092022;26;30.2;44;92;15;8;26.6;-82.4;26.6;-82.4
4297;AL092022;33;29.6;41;19;25;8;27.2;-81.7;27.3;-81.7
4298;AL092022;36;29;41;36;45;7;27.7;-81.1;27.7;-81.1
4299;AL092022;24;28.5;40;53;40;8;28.4;-80.6;28.5;-80.7
4300;AL092022;26;29;40;68;40;7;28.9;-80.1;28.9;-80.1
4301;AL092022;33;29.1;39;68;30;9;29.6;-79.4;29.7;-79.4
4302;AL092022;38;29.1;40;76;25;8;30.3;-79.1;30.2;-79.1
4303;AL092022;37;28.4;41;39;5;9;31.5;-79;31.5;-79
4304;AL092022;43;25.5;41;0;355;14;33.3;-79.2;33.3;-79.2
4305;AL092022;43;25.8;40;0;350;15;34.4;-79.3;34.7;-79.4
4306;AL092022;41;25.9;42;0;345;10;35.3;-79.7;35.3;-79.7
4307;AL102022;9;27.1;66;4;325;12;18.1;-20.3;18.2;-20.3
4308;AL102022;14;26.9;60;3;330;9;18.7;-20.7;18.9;-20.7
4309;AL102022;16;26.3;56;0;340;8;19.4;-20.9;19.7;-20.8
4310;AL102022;16;25.9;57;0;0;7;20.3;-20.9;20.3;-20.8
4311;AL102022;18;25.5;54;0;5;9;21.4;-20.7;21.4;-20.6
4312;AL102022;26;25.2;50;0;10;9;22.4;-20.5;22.5;-20.4
4313;AL102022;33;25;49;0;10;10;23.1;-20.3;23.3;-20.3
4314;AL112022;6;27.4;43;10;10;6;15.7;-34.3;15.7;-34.2
4315;AL112022;10;27.3;42;12;350;7;16.2;-34.7;16.5;-34.4
4316;AL112022;10;27.3;46;16;335;7;16.7;-35.2;16.7;-35.2
4317;AL112022;11;27.2;46;14;315;9;17.5;-36;17.5;-36
4318;AL112022;19;27.1;44;11;320;12;18.3;-36.9;18.7;-37
4319;AL122022;13;28;60;11;315;10;14.2;-30.2;14.6;-30.3
4320;AL122022;17;28;62;13;320;7;14.6;-30.5;15;-30.5
4321;AL122022;22;27.9;64;14;325;7;15;-30.9;15.5;-30.9
4322;AL122022;21;27.8;67;12;305;6;15.3;-31.5;15.4;-31.6
4323;AL122022;25;27.7;65;11;305;6;16;-31.9;16;-32
4324;AL122022;31;27.6;64;16;330;8;17;-32.1;17.3;-32.1
4325;AL122022;34;27.4;62;14;330;8;17.7;-32.8;17.7;-32.9
4326;AL122022;33;27.2;61;16;315;9;18.1;-33.9;18.1;-33.9
4327;AL122022;40;27;55;8;295;11;18.7;-35;18.7;-35.1
4328;AL132022;13;29.5;73;29;270;13;11.4;-66.5;11.4;-66.3
4329;AL132022;11;29.7;74;49;270;15;11.6;-67.8;11.5;-68
4330;AL132022;10;29.6;75;49;280;13;11.9;-69.2;11.8;-69.1
4331;AL132022;14;29.5;74;36;280;13;12.1;-70.6;12;-70.5
4332;AL132022;18;29.4;74;31;280;16;12.5;-72.1;12.4;-72.3
4333;AL132022;14;29.5;73;44;285;16;12.8;-73.8;12.9;-73.9
4334;AL132022;12;29.5;75;40;275;15;12.8;-75.5;12.8;-75.3
4335;AL132022;10;29.4;78;31;265;16;12.7;-77.2;12.7;-77.2
4336;AL132022;8;29.4;81;29;270;18;12.7;-78.9;12.7;-79
4337;AL132022;7;29.5;83;34;270;16;12.6;-80.5;12.6;-80.6
4338;AL132022;4;29.4;83;32;270;15;12.5;-82;12.5;-82
4339;AL132022;7;29.4;83;30;265;14;12.4;-83.3;12.4;-83.3
4340;AL132022;13;29.7;85;30;270;13;12.3;-84.7;12.4;-84.7
4341;AL132022;15;29.9;84;28;270;15;12.3;-86.2;12.3;-86.3
4342;AL142022;10;28.3;78;16;330;2;19.6;-94.5;19.4;-94.2
4343;AL142022;8;28.6;74;32;330;5;20.2;-94.8;20.2;-94.8
4344;AL142022;11;28.8;68;37;345;7;20.9;-94.9;20.9;-94.8
4345;AL142022;12;28.7;62;40;350;6;21.5;-94.8;21.5;-94.8
4346;AL142022;16;28.5;56;35;10;6;22;-94.6;22.1;-94.4
4347;AL142022;18;28.6;52;35;30;4;22.4;-94.3;22.4;-94.3
4348;AL142022;21;28.6;52;35;0;0;22.4;-94.3;22.4;-94.3
4349;AL142022;20;28.5;53;30;155;2;21.9;-94;22;-94.1
4350;AL142022;13;28.5;53;25;155;6;21.3;-93.6;21.2;-93.7
4351;AL142022;18;28.4;53;20;145;7;20.9;-93;20.8;-93.1
4352;AL142022;23;28.4;53;16;130;6;20.3;-92.6;20.4;-92.6
4353;AL142022;21;28.6;54;17;155;6;19.8;-92.6;19.7;-92.6
4354;AL142022;20;28.5;53;15;195;4;19.4;-92.6;19.6;-92.8
4355;AL142022;17;28.7;52;18;190;3;19;-92.7;19.2;-92.7
4356;AL142022;16;28.7;54;18;200;4;18.7;-92.9;18.7;-92.9
4357;AL152022;12;29.1;58;55;290;10;15.7;-73.3;15.7;-73.3
4358;AL152022;12;29.1;56;65;275;11;15.7;-74.4;15.7;-74.4
4359;AL152022;16;29.3;57;82;270;10;15.6;-75.5;15.8;-75.5
4360;AL152022;15;29.3;54;94;265;11;15.5;-76.7;15.5;-76.7
4361;AL152022;14;29.3;55;81;265;11;15.5;-77.8;15.4;-77.8
4362;AL152022;9;29.4;57;57;270;10;15.6;-78.8;15.5;-78.8
4363;AL152022;9;29.4;57;47;285;11;15.9;-79.9;15.9;-79.9
4364;AL152022;8;29.5;58;39;280;11;16.2;-81.2;16.1;-81.1
4365;AL152022;8;29.4;58;44;280;13;16.5;-82.5;16.5;-82.5
4366;AL152022;10;29.3;58;51;280;14;16.7;-84.1;16.7;-84.1
4367;AL152022;14;29.2;58;62;280;14;17;-85.5;17;-85.5
4368;AL152022;14;28.8;63;32;275;12;17.1;-86.7;17.1;-86.7
4369;AL152022;15;28.8;64;31;280;12;17.3;-87.7;17.3;-87.7
4370;AL152022;15;28.7;67;26;280;9;17.5;-88.6;17.5;-88.6
4371;AL152022;18;28.7;68;8;280;9;17.7;-89.6;17.7;-89.6
4372;AL152022;21;29.1;67;4;280;9;17.9;-90.6;17.9;-90.5
4373;AL152022;22;28.9;68;17;280;10;18;-91.7;18;-91.7
4374;AL152022;23;28.6;67;19;275;10;18.1;-92.7;18;-92.7
4375;AL152022;23;28.2;66;14;285;9;18.3;-93.6;18.3;-93.6
4376;AL152022;22;27.8;60;12;300;10;18.7;-94.5;18.9;-94.5
4377;AL152022;22;27.7;58;10;305;8;19.2;-95.2;19.2;-95.2
4378;AL152022;25;27.5;54;8;335;4;19.4;-95.4;19.4;-95.4
4379;AL152022;28;27.4;51;6;330;3;19.7;-95.4;19.7;-95.5
4380;AL162022;23;25.7;40;0;85;12;35.3;-56.7;35.3;-56.5
4381;AL162022;23;25.6;40;0;85;12;35.3;-55.4;35.3;-55.2
4382;AL162022;24;25.5;41;0;100;9;35.1;-54.2;35.1;-54.2
4383;AL162022;18;25.2;45;0;95;10;35;-53;35.1;-53
4384;AL162022;20;25.3;52;0;95;11;35.1;-50.9;35;-51.1
4385;AL162022;24;24.6;56;0;60;21;36.1;-48.9;36.1;-48.9
4386;AL162022;31;24.5;61;0;50;28;38;-46.4;38;-46.3
4387;AL162022;29;22.4;58;0;45;32;40.3;-43.6;40.4;-43.5
4388;AL162022;28;20.6;60;0;45;36;43.7;-38.8;43.6;-38.8
4389;AL162022;49;13.6;63;0;25;50;49;-35.3;49;-35
4390;AL172022;17;28;64;29;335;14;25.2;-68.2;25.2;-68.2
4391;AL172022;9;27.9;59;27;330;14;25.9;-69.3;25.9;-69.1
4392;AL172022;7;27.9;55;22;310;11;26.4;-70.3;26.4;-70.2
4393;AL172022;10;27.7;56;18;310;7;26.8;-70.7;26.8;-70.8
4394;AL172022;18;27.6;55;16;315;7;27.5;-71.2;27.4;-71.3
4395;AL172022;19;27.5;55;32;295;7;27.7;-72.1;27.7;-72
4396;AL172022;19;26.5;53;12;265;9;27.6;-73.3;27.6;-73.2
4397;AL172022;25;26.9;48;21;250;9;27.2;-74.3;27.3;-74.3
4398;AL172022;31;27.7;49;37;245;11;26.8;-75.3;26.7;-75.4
4399;AL172022;24;28;49;42;255;9;26.5;-76.2;26.6;-76.1
4400;AL172022;25;27.6;48;40;270;10;26.5;-77.3;26.5;-77.3
4401;AL172022;31;27.2;53;61;285;10;26.7;-78.4;26.7;-78.4
4402;AL172022;29;27.5;56;42;290;12;27.3;-79.8;27.3;-79.9
4403;AL172022;20;25.3;56;0;295;15;28;-81.6;28;-81.6
4404;AL172022;18;24.6;61;0;305;15;29;-82.8;28.9;-82.8
4405;AL172022;24;23.5;59;0;315;13;30.1;-84;30.1;-83.8
4406;AL172022;19;23;56;0;330;14;31.2;-84.6;31.3;-84.5
4407;AL172022;20;22.5;60;0;340;15;33.2;-84.6;33.2;-84.5
4408;AL172022;35;20.6;64;0;5;20;35.4;-83.8;36;-83.4
4409;AL022023;35;26.8;53;6;340;5;28;-86.5;28.1;-86.5
4410;AL022023;44;27.4;46;13;180;3;27.3;-86.4;27.3;-86.5
4411;AL022023;44;27.6;44;16;175;4;27;-86.3;27;-86.4
4412;AL022023;41;27.7;42;16;145;5;26.7;-86;26.7;-86
4413;AL022023;40;28;40;25;155;6;25.9;-85.7;25.8;-85.7
4414;AL022023;41;28.2;38;21;165;9;25;-85.6;24.9;-85.6
4415;AL022023;37;28;38;23;160;6;24.4;-85.3;24.4;-85.3
4416;AL022023;44;28.2;37;36;150;6;23.9;-85;23.9;-85
4417;AL032023;4;27.6;73;16;280;18;10.9;-39.1;10.7;-39.3
4418;AL032023;3;27.1;68;7;280;19;11.1;-40.9;11.2;-41.4
4419;AL032023;6;27.4;65;15;275;17;11.3;-42.7;11.3;-42.7
4420;AL032023;7;27.6;64;31;280;15;11.5;-44.5;11.5;-44
4421;AL032023;6;27.7;60;14;275;18;11.7;-46.3;11.7;-46.3
4422;AL032023;7;27.4;56;14;280;17;12;-48;12.1;-47.9
4423;AL032023;7;27.8;53;45;285;16;12.4;-49.4;12.4;-49.5
