;storm_code;shear_kt;sst_c;rh_pct;heat_content;storm_bearing_deg;storm_motion_kt;lat_hurdat2;lon_hurdat2;lat_s;lon_s
2439;AL042018;13;25.2;55;0;40;10;42.4;-47.2;42.4;-47
2440;AL042018;4;25.2;52;0;55;12;43.2;-46;43.2;-46
2441;AL042018;9;23.9;49;0;55;14;44;-44.4;44;-44.4
2442;AL042018;12;21.1;47;0;55;20;45.1;-42;45.1;-42
2443;AL052018;17;26.6;47;0;350;4;37.4;-45.7;37.3;-45.6
2444;AL052018;17;26.8;45;1;350;6;37.8;-45.9;37.8;-45.9
2445;AL052018;15;26.9;43;5;0;8;38.5;-45.8;38.6;-45.9
2446;AL052018;12;26.6;43;2;25;9;39.3;-45.4;39.3;-45.4
2447;AL052018;8;26.4;47;1;30;11;40.3;-44.7;40.2;-44.7
2448;AL052018;8;24.9;50;0;25;13;41.5;-43.8;41.6;-43.8
2449;AL052018;7;25.2;49;0;40;15;42.4;-42.1;42.4;-42.1
2450;AL052018;5;22.5;50;0;55;17;43.5;-40.2;43.5;-40.1
2451;AL052018;5;21.4;56;0;50;20;44.9;-37.9;44.8;-37.9
2452;AL052018;6;20.4;60;0;50;25;46.6;-35.1;46.4;-34.6
2453;AL052018;10;16.3;63;0;50;27;48.3;-31.8;48.3;-31.8
2454;AL052018;17;14.8;59;0;60;30;49.8;-27.7;49.8;-27.7
2455;AL052018;21;13.6;55;0;55;32;51.3;-22.6;51.2;-22.2
2456;AL062018;18;27.8;73;5;270;13;12.8;-17.9;12.8;-17.9
2457;AL062018;16;28;71;7;270;12;12.8;-19;12.8;-19
2458;AL062018;20;28.2;71;13;275;11;13.1;-20.2;13.1;-20.2
2459;AL062018;18;28.2;73;13;285;10;13.4;-21.4;13.4;-21
2460;AL062018;16;28.1;71;13;285;10;13.6;-22.6;13.5;-22.1
2461;AL062018;12;27.8;70;14;280;13;13.8;-23.8;13.8;-24
2462;AL062018;10;27.6;70;7;280;12;14;-24.9;14;-24.9
2463;AL062018;9;27.3;72;3;285;11;14.3;-26.1;14.3;-26.1
2464;AL062018;4;27;71;1;280;12;14.8;-27.2;14.6;-27.3
2465;AL062018;3;26.5;68;0;295;12;15.4;-28.3;15.4;-28.3
2466;AL062018;4;26.3;67;0;295;12;15.9;-29.6;15.8;-29.5
2467;AL062018;2;26;62;0;290;13;16.4;-30.9;16.3;-30.7
2468;AL062018;7;25.9;61;0;285;16;16.8;-32.4;16.8;-32.4
2469;AL062018;7;26;60;0;290;15;17.1;-33.8;17.1;-33.9
2470;AL062018;12;25.9;58;0;290;14;17.6;-35.2;17.8;-35.2
2471;AL062018;12;25.9;58;0;285;14;17.9;-36.6;17.9;-36.6
2472;AL062018;9;26.2;56;0;285;14;18.2;-38;18.3;-38
2473;AL062018;10;26.3;53;0;280;13;18.4;-39.2;18.4;-39.2
2474;AL062018;13;26.4;52;4;280;12;18.7;-40.2;18.7;-40.4
2475;AL062018;16;26.4;53;7;285;11;19.1;-41.2;19.1;-41.5
2476;AL062018;18;26.5;52;5;295;9;19.5;-42;19.5;-42
2477;AL062018;14;26.5;50;7;300;9;20;-42.7;20;-42.7
2478;AL062018;17;26.6;49;12;300;8;20.4;-43.4;20.4;-43.4
2479;AL062018;23;26.8;47;12;305;9;21.1;-44.3;21.1;-44.3
2480;AL062018;22;27;49;15;310;11;21.7;-45.2;21.7;-45.2
2481;AL062018;16;27.2;44;20;305;11;22.4;-46.2;22.4;-46.2
2482;AL062018;21;27.4;46;22;315;11;23.1;-46.9;23.1;-46.9
2483;AL062018;25;27.6;48;22;315;10;23.8;-47.6;23.8;-47.6
2484;AL062018;24;27.7;47;26;315;9;24.4;-48.2;24.4;-48.2
2485;AL062018;24;27.9;47;32;305;9;24.8;-49;24.8;-49.2
2486;AL062018;26;28;45;31;290;6;25;-49.6;25;-49.5
2487;AL062018;27;28.2;44;22;275;6;25;-50.3;25.1;-50.4
2488;AL062018;26;28.3;44;18;270;8;24.9;-51.1;25;-51.4
2489;AL062018;20;28.3;44;16;260;8;24.8;-52;24.8;-52.2
2490;AL062018;22;28.4;46;14;265;7;24.7;-52.9;24.8;-52.8
2491;AL062018;19;28.5;46;13;265;8;24.6;-53.6;24.6;-53.8
2492;AL062018;13;28.5;48;13;270;6;24.6;-54.1;24.6;-54.1
2493;AL062018;5;28.5;47;14;270;4;24.6;-54.5;24.6;-54.5
2494;AL062018;8;28.6;48;14;270;4;24.5;-55;24.6;-54.9
2495;AL062018;8;28.6;48;16;265;5;24.4;-55.5;24.5;-55.5
2496;AL062018;8;28.6;48;19;265;5;24.4;-56.1;24.4;-56.1
2497;AL062018;4;28.6;48;22;270;6;24.4;-56.7;24.4;-56.7
2498;AL062018;7;28.7;48;25;275;6;24.5;-57.3;24.5;-57.3
2499;AL062018;9;28.8;48;32;285;8;24.7;-58.4;24.8;-58.4
2500;AL062018;4;28.9;51;39;280;10;24.9;-59.5;24.9;-59.5
2501;AL062018;7;29;50;35;285;11;25.2;-60.6;25.2;-60.6
2502;AL062018;4;29;49;27;290;11;25.6;-61.8;25.6;-61.7
2503;AL062018;8;29.1;48;34;290;13;26;-63.2;26.1;-63.3
2504;AL062018;6;29;49;38;290;13;26.5;-64.7;26.4;-64.6
2505;AL062018;7;29.2;45;39;295;16;27.2;-66.4;27.2;-66.3
2506;AL062018;1;29.3;47;56;300;15;27.9;-68.1;28;-67.9
2507;AL062018;7;29.3;49;42;300;15;28.7;-69.5;28.6;-69.5
2508;AL062018;8;29.2;50;39;300;13;29.4;-70.7;29.4;-70.7
2509;AL062018;10;29;45;23;310;14;30.4;-71.9;30.4;-71.9
2510;AL062018;6;29;49;32;315;15;31.5;-73.2;31.5;-73.2
2511;AL062018;10;29.2;50;38;315;15;32.4;-74.2;32.5;-74.3
2512;AL062018;11;29.2;53;34;315;10;33.1;-75.1;33.1;-75.1
2513;AL062018;11;29;53;45;300;9;33.6;-76;33.6;-76
2514;AL062018;13;28.8;56;29;310;6;34;-76.5;34;-76.5
2515;AL062018;11;28.7;57;22;290;6;34.2;-77.2;34.1;-77.2
2516;AL062018;11;28.7;59;25;260;6;34.1;-77.9;34.1;-77.9
2517;AL062018;11;28.8;58;28;270;4;34;-78.4;34;-78.4
2518;AL062018;13;28.7;59;30;255;4;33.9;-78.8;33.9;-78.8
2519;AL062018;16;28.7;60;17;255;4;33.7;-79.3;33.7;-79.3
2520;AL062018;20;28.7;60;17;250;2;33.6;-79.5;33.6;-79.5
2521;AL062018;15;28.6;58;15;270;2;33.6;-79.8;33.6;-79.8
2522;AL062018;16;28.5;59;11;270;2;33.6;-80.2;33.6;-80.1
2523;AL062018;18;28.1;57;7;275;7;33.6;-80.8;33.7;-81
2524;AL072018;8;29.3;63;47;300;12;22.4;-77;22.4;-76.7
2525;AL072018;13;29.6;65;56;300;13;23.3;-78.2;23;-78
2526;AL072018;14;29.9;65;49;300;15;24.2;-79.4;24.1;-79.6
2527;AL072018;10;29.7;65;38;305;15;25.1;-80.7;25.1;-80.6
2528;AL072018;9;29.8;63;41;300;14;25.8;-81.9;25.8;-81.9
2529;AL072018;14;29.9;64;27;305;15;26.6;-83.3;26.7;-83.4
2530;AL072018;17;30.1;63;28;300;15;27.2;-84.9;27.3;-85
2531;AL072018;13;30;67;27;300;13;28.1;-86.2;28.1;-86.2
2532;AL072018;9;29.8;66;25;305;13;28.9;-87.2;28.9;-87.3
2533;AL072018;16;29.7;64;23;315;12;29.8;-88;29.7;-87.9
2534;AL072018;19;29.6;62;21;320;12;30.9;-88.9;30.9;-88.9
2535;AL072018;15;28.7;65;7;325;13;31.9;-89.8;32;-89.8
2536;AL082018;18;27.9;69;5;275;10;13.4;-16.8;13;-17.5
2537;AL082018;14;27.9;69;3;275;9;13.5;-17.4;13.1;-18.3
2538;AL082018;9;27.8;68;4;290;5;13.6;-18;13.5;-18
2539;AL082018;11;27.8;71;3;275;10;13.7;-18.9;13.7;-18.9
2540;AL082018;10;27.9;71;7;265;10;13.5;-19.9;13.5;-20
2541;AL082018;6;27.9;72;10;270;11;13.3;-21;13.5;-21.1
2542;AL082018;6;28;71;7;260;11;13.2;-22.2;13.2;-22.2
2543;AL082018;10;28.1;72;7;265;11;13.1;-23.4;13.1;-23.4
2544;AL082018;10;28.1;71;7;270;11;13.2;-24.5;13.2;-24.4
2545;AL082018;8;28.1;68;4;280;11;13.4;-25.6;13.3;-25.5
2546;AL082018;8;27.9;67;3;285;11;13.7;-26.7;13.7;-26.6
2547;AL082018;8;27.7;68;8;285;13;14;-28;14.1;-28.2
2548;AL082018;8;27.3;68;6;285;14;14.4;-29.4;14.4;-29.4
2549;AL082018;5;27.2;71;1;285;14;14.8;-30.8;14.7;-30.9
2550;AL082018;2;26.7;71;0;295;13;15.3;-32.1;15.3;-31.9
2551;AL082018;6;26.5;71;0;290;13;15.7;-33.2;15.7;-33.2
2552;AL082018;10;26.2;72;0;295;11;16.2;-34;16.2;-34
2553;AL082018;11;25.9;69;0;300;10;16.8;-34.6;16.8;-34.6
2554;AL082018;15;25.6;64;0;325;9;17.6;-35.3;17.6;-35.2
2555;AL082018;19;25.5;61;0;335;11;18.7;-35.8;18.7;-35.6
2556;AL082018;20;25.5;54;0;330;11;19.8;-36.3;19.8;-36.3
2557;AL082018;19;25.5;49;0;340;12;20.8;-36.7;20.8;-36.6
2558;AL082018;26;25.6;46;0;340;11;21.9;-37.1;21.9;-36.8
2559;AL082018;29;25.8;44;0;345;11;22.9;-37.3;22.9;-37.3
2560;AL082018;33;25.9;43;0;355;11;24.1;-37.4;24;-37.3
2561;AL082018;38;26.1;41;0;0;12;25.4;-37.4;25.4;-37.1
2562;AL082018;46;26.3;43;0;5;16;27.2;-37.4;27.6;-36.7
2563;AL082018;47;26.7;46;3;10;20;29.4;-37.3;29.7;-36.2
2564;AL082018;46;27.1;51;4;5;22;31.8;-37.2;32;-36.5
2565;AL082018;44;27.2;53;3;5;19;33.7;-37;33.3;-37.1
2566;AL082018;50;27;51;1;10;18;35.2;-36.5;35.1;-36.3
2567;AL082018;44;26.1;50;0;20;19;36.9;-35.7;36.9;-35.2
2568;AL082018;36;25.3;44;0;25;18;38.4;-34.5;38.4;-34.7
2569;AL082018;32;24.6;39;0;45;17;39.6;-32.9;39.5;-33.1
2570;AL082018;32;23.7;40;0;45;17;40.6;-31.5;40.5;-31.2
2571;AL082018;27;22.6;44;0;45;17;41.8;-29.6;41.8;-29.6
2572;AL082018;23;21.4;46;0;50;23;43.1;-27.1;43.1;-27.1
2573;AL092018;14;27.4;60;6;290;2;13.9;-34.9;13.9;-35
2574;AL092018;13;27.3;61;5;325;3;14.2;-35.2;14.2;-35.2
2575;AL092018;8;27.2;59;3;310;4;14.4;-35.8;14.5;-35.7
2576;AL092018;8;27.2;58;4;285;6;14.5;-36.3;14.5;-36.3
2577;AL092018;8;27.2;58;7;270;6;14.4;-37;14.4;-37.1
2578;AL092018;4;27.1;56;9;270;7;14.3;-37.7;14.5;-37.7
2579;AL092018;5;27.2;55;12;265;8;14.3;-38.7;14.3;-38.6
2580;AL092018;5;27.1;50;16;275;10;14.4;-39.8;14.4;-39.8
2581;AL092018;1;27.1;48;8;275;11;14.5;-41;14.6;-41
2582;AL092018;4;27.2;49;9;275;11;14.5;-42.2;14.6;-42.1
2583;AL092018;9;27.3;49;12;275;11;14.4;-43.5;14.7;-43.3
2584;AL092018;7;27.5;47;7;270;11;14.4;-44.8;14.4;-44.4
2585;AL092018;7;27.7;49;10;270;14;14.5;-46.2;14.5;-46.2
2586;AL092018;8;27.7;48;15;275;13;14.6;-47.6;14.6;-47.5
2587;AL092018;10;27.7;47;35;275;14;14.6;-49.1;14.6;-49
2588;AL092018;12;27.9;46;26;270;15;14.6;-50.5;14.6;-50.6
2589;AL092018;13;28;49;16;270;13;14.5;-51.7;14.5;-51.8
2590;AL092018;18;28.2;52;17;270;13;14.6;-52.9;14.5;-53
2591;AL092018;23;28.3;53;15;275;13;14.9;-54.2;14.7;-53.6
2592;AL092018;26;28.6;49;22;280;18;15.2;-55.7;15.3;-55.7
2593;AL092018;25;28.6;50;28;275;17;15.3;-57.2;15.3;-57.2
2594;AL092018;26;28.6;50;42;270;15;15.1;-58.9;15.3;-58.8
2595;AL092018;23;28.7;48;63;265;18;14.9;-60.7;15;-61
2596;AL092018;21;28.7;46;51;270;15;14.9;-62.3;14.9;-62.5
2597;AL092018;14;28.7;46;49;270;13;14.9;-63.6;14.9;-63.7
2598;AL092018;13;28.6;46;59;270;13;15;-64.8;14.9;-64.9
2599;AL092018;14;28.6;47;55;270;14;15.2;-66.2;14.9;-66.5
2600;AL092018;13;28.7;48;56;275;13;15.3;-67.6;15.3;-67.6
2601;AL092018;11;28.8;53;59;275;13;15.4;-69;15.4;-68.9
2602;AL102018;17;27.2;34;5;210;10;34.8;-41.9;34.5;-41.7
2603;AL102018;14;27.3;36;6;210;6;34.3;-42.4;34.3;-42.4
2604;AL102018;16;27.3;40;8;215;5;34;-42.9;34;-42.9
2605;AL102018;18;27.4;43;8;245;5;33.9;-43.4;33.9;-43.4
2606;AL102018;20;27.3;44;10;250;5;33.6;-43.9;33.8;-44
2607;AL102018;22;27.4;46;8;210;6;33.1;-44.4;33.1;-44.3
2608;AL102018;27;27.4;43;5;210;7;32.5;-44.8;32.5;-44.8
2609;AL102018;27;27.4;41;7;200;7;31.8;-44.9;31.8;-44.9
2610;AL102018;28;27.4;41;6;160;6;31.5;-44.5;31.5;-44.4
2611;AL102018;33;27.4;39;7;90;5;31.4;-43.9;31.5;-43.8
2612;AL102018;36;27.4;39;9;85;5;31.5;-42.8;31.6;-43
2613;AL102018;38;27.4;37;8;85;8;31.9;-41.6;31.7;-41.7
2614;AL102018;38;27.4;35;4;65;13;32.5;-40.3;32.8;-40.4
2615;AL102018;40;27.3;33;3;60;12;33.2;-38.8;33.3;-38.8
2616;AL102018;38;27.2;30;0;60;15;33.8;-37.1;33.8;-37
2617;AL102018;37;27;29;0;65;16;34.3;-35.2;34.5;-35.2
2618;AL102018;38;26.8;26;0;90;15;34.4;-33.2;34.4;-33.4
2619;AL102018;40;26.3;23;0;95;18;34.3;-31.4;34.1;-31.1
2620;AL102018;39;25.9;24;0;90;15;34.2;-30.1;34.2;-29.5
2621;AL102018;36;26;27;0;95;13;34.1;-28.9;34.1;-28.8
2622;AL102018;35;25.8;28;0;95;10;33.9;-28;33.9;-27.7
2623;AL102018;36;25.7;30;0;140;5;33.5;-27.5;33.5;-27.4
2624;AL102018;35;25.7;29;0;155;5;32.8;-27.3;33.2;-27.6
2625;AL102018;36;25.4;29;0;170;9;32;-27.3;31.9;-27.3
2626;AL102018;36;25.3;30;0;185;8;31.1;-27.5;31.2;-27.6
2627;AL102018;37;25.1;29;0;200;7;30.4;-27.9;30.6;-27.8
2628;AL122018;8;27.2;66;18;280;12;8.1;-22.9;8.1;-22.9
2629;AL122018;5;27.1;66;16;290;13;8.5;-24.1;8.4;-24.1
2630;AL122018;2;26.9;68;13;285;14;8.9;-25.7;8.8;-25.6
2631;AL122018;1;26.9;69;16;280;15;9.1;-27.3;9;-27.1
2632;AL122018;0;27;71;12;280;18;9.2;-29.3;9.2;-29.3
2633;AL122018;5;27.4;69;9;280;20;9.3;-31.7;9.4;-31.3
2634;AL122018;7;28;70;8;270;24;9.4;-34.1;9.4;-34.3
2635;AL122018;5;28.4;67;11;270;21;9.6;-36.4;9.4;-36.4
2636;AL122018;9;29.2;63;16;280;21;9.8;-38.5;9.8;-38.5
2637;AL122018;7;29.3;63;11;280;20;10;-40.6;10.1;-40.5
2638;AL122018;8;29.5;62;8;280;23;10.3;-42.7;10.5;-43.3
2639;AL122018;10;29.7;61;15;275;22;10.7;-44.8;10.4;-45.2
2640;AL122018;15;29.7;58;22;280;18;11;-46.8;10.6;-46.8
2641;AL122018;12;29.4;58;27;280;18;11.3;-48.6;11.4;-48.6
2642;AL122018;11;29.2;58;23;280;17;11.5;-50.3;11.6;-50.3
2643;AL122018;10;29.1;59;21;280;16;11.8;-52;11.7;-51.9
2644;AL122018;8;29;57;20;280;16;12.1;-53.6;12;-53.4
2645;AL122018;7;29;58;24;285;16;12.5;-55;12.5;-55
2646;AL122018;14;29.1;60;31;285;14;12.9;-56.4;12.7;-56.2
2647;AL122018;21;29.1;61;44;290;14;13.3;-57.7;13.3;-57.7
2648;AL122018;26;29.2;66;55;285;13;13.6;-58.7;13.6;-58.7
2649;AL122018;29;29.3;68;42;290;11;14;-59.8;14;-59.8
2650;AL122018;33;29.4;67;38;280;10;13.8;-60.8;13.9;-60.8
2651;AL122018;27;29.5;69;41;255;11;13.3;-61.9;13.2;-62
2652;AL122018;26;29.4;68;47;280;10;13.6;-63.1;13.6;-63.1
2653;AL122018;26;29.4;68;45;300;12;14.4;-64.2;14.4;-64.2
2654;AL132018;11;27.6;47;5;280;3;33.2;-46.5;33.1;-46.2
2655;AL132018;14;27.6;46;6;280;5;33.5;-47;33.5;-47
2656;AL132018;19;27.7;43;2;265;8;33.5;-47.8;33.4;-48.2
2657;AL132018;23;27.7;46;3;220;7;32.9;-48.5;32.8;-48.7
2658;AL132018;19;27;48;7;225;5;32.8;-47.9;32.5;-48.2
2659;AL132018;17;27;49;4;140;3;33;-47.6;32.8;-47.6
2660;AL132018;18;27;53;4;75;3;32.7;-47.2;33.1;-47.4
2661;AL132018;20;27.1;55;3;140;6;32.1;-46.7;32.2;-46.9
2662;AL132018;10;27.2;55;3;120;8;31.7;-45.2;31.7;-45.2
2663;AL132018;23;26.9;46;0;65;12;32.6;-42.6;33.3;-42.8
2664;AL132018;33;26.9;43;0;75;12;32.3;-40.3;32.5;-41
2665;AL132018;27;25.6;44;0;330;18;37.3;-40.4;37.5;-40.5
2666;AL132018;11;25.9;42;0;325;15;37.1;-41.6;37.1;-41.6
2667;AL132018;7;26;45;0;250;9;37;-42.5;36.9;-42.5
2668;AL132018;7;26.1;47;0;265;7;37;-43.4;37;-43.4
2669;AL132018;11;26.3;47;0;270;8;36.9;-44.5;36.9;-44.5
2670;AL132018;14;26.5;48;0;265;8;36.6;-45.3;36.6;-45.3
2671;AL132018;15;26.7;49;0;255;8;36.4;-46.4;36.4;-46.4
2672;AL132018;17;26.8;49;0;260;9;36.3;-47.4;36.3;-47.4
2673;AL132018;28;26.8;48;0;255;10;35.9;-48.9;35.9;-48.9
2674;AL132018;27;26.9;47;0;250;10;35.4;-50;35.4;-50
2675;AL132018;28;27;48;0;220;10;34.7;-50.6;34.6;-50.7
2676;AL132018;27;24.8;47;0;225;5;34.3;-51.3;34.2;-51.1
2677;AL132018;30;24.8;48;0;225;7;34;-51.7;34;-51.8
2678;AL132018;32;24.8;48;0;245;5;33.8;-52.2;33.9;-52.3
2679;AL132018;27;24.8;48;0;230;3;33.7;-52.6;33.7;-52.4
2680;AL132018;24;25;47;0;240;4;33.6;-53;33.6;-53
2681;AL132018;29;25.2;48;2;250;5;33.5;-53.4;33.4;-53.5
2682;AL132018;23;25.2;48;1;260;3;33.3;-53.7;33.5;-53.7
2683;AL132018;16;25;48;0;245;3;33.1;-54.1;33.3;-54.1
2684;AL132018;14;24.9;46;0;235;4;32.8;-54.4;33;-54.5
2685;AL132018;18;25;45;0;230;4;32.4;-54.9;32.7;-54.8
2686;AL132018;14;25.7;43;0;225;6;31.9;-55.4;31.9;-55.4
2687;AL132018;12;26.3;42;3;215;7;31.2;-55.9;31.2;-55.9
2688;AL132018;14;26.6;40;12;205;8;30.4;-56.2;30.4;-56.2
2689;AL132018;14;26.6;41;13;205;8;29.8;-56.6;29.8;-56.6
2690;AL132018;11;26.8;40;15;220;2;29.6;-56.8;29.6;-56.8
2691;AL132018;10;26.6;43;15;0;0;29.5;-56.8;29.5;-56.8
2692;AL132018;11;26.6;40;17;0;1;29.8;-56.9;29.6;-56.9
2693;AL132018;8;26.6;45;16;345;2;30.3;-57;30.3;-57
2694;AL132018;7;26.7;50;8;350;6;30.9;-57.1;30.9;-57.1
2695;AL132018;14;26.2;52;0;355;8;31.7;-57.2;31.9;-57.1
2696;AL132018;12;25.9;50;0;355;10;32.8;-57.3;32.8;-57.4
2697;AL132018;6;25.1;51;0;355;12;34.2;-57.6;34.4;-57.5
2698;AL132018;1;24.8;51;0;345;14;35.2;-58.2;35.5;-58.2
2699;AL132018;4;24.5;48;0;340;10;35.9;-58.3;36;-58.4
2700;AL132018;5;24.5;44;0;355;3;36.2;-58.1;36.1;-58.3
2701;AL132018;13;25;43;0;25;4;36.5;-57.6;36.5;-57.5
2702;AL132018;14;25.7;40;9;50;7;36.9;-57;37;-56.9
2703;AL132018;11;25.5;40;1;40;8;37.4;-56.4;37.7;-56.3
2704;AL132018;3;24.7;38;0;95;9;37.5;-55.1;37.5;-55.1
2705;AL132018;4;22.8;40;0;90;12;37.4;-53.7;37.4;-53.5
2706;AL132018;10;23.6;37;0;95;10;37.1;-52.5;37.3;-52.6
2707;AL132018;6;24.1;36;0;120;9;36.5;-51.6;36.8;-51.8
2708;AL132018;3;24.5;36;0;120;9;36.1;-50.5;36.1;-50.5
2709;AL132018;1;24.7;37;0;120;9;35.8;-49.4;35.9;-49.7
2710;AL132018;6;24.7;37;0;110;11;35.5;-48.5;35.5;-48.5
2711;AL132018;5;24.3;35;0;120;10;34.9;-47.4;35;-47.5
2712;AL132018;5;23.9;32;0;125;12;34.3;-46.2;34.2;-46.3
2713;AL132018;9;24.5;29;0;125;12;33.5;-45.1;33.4;-45
2714;AL132018;11;24.8;30;0;130;11;32.7;-44.2;32.7;-44.2
2715;AL132018;13;24.9;31;0;140;11;31.6;-43.6;31.7;-43.7
2716;AL132018;11;25.3;32;0;150;10;30.7;-43.1;30.7;-43.1
2717;AL132018;13;26;33;0;155;10;29.8;-42.7;29.8;-42.7
2718;AL132018;8;26.2;38;0;175;9;28.8;-42.7;28.8;-42.7
2719;AL132018;3;26.4;41;1;170;9;28.1;-42.5;28.1;-42.5
2720;AL132018;5;26.5;43;1;135;4;27.7;-42.2;27.8;-42.2
2721;AL132018;5;26.6;45;0;90;5;27.7;-41.6;27.7;-41.6
2722;AL132018;4;26.4;48;1;65;9;28.1;-40.7;28.1;-40.7
2723;AL132018;10;26;47;0;60;14;28.8;-39.3;28.8;-39.3
2724;AL132018;11;25.6;45;0;65;17;29.5;-37.5;29.5;-37.5
2725;AL132018;9;25.3;48;0;65;21;30.4;-35.2;30.4;-35.2
2726;AL132018;7;24.4;51;0;65;24;31.4;-32.5;31.4;-32.5
2727;AL132018;10;24.5;47;0;65;27;32.6;-29.6;32.6;-29.6
2728;AL132018;11;24.1;41;0;70;30;33.4;-26.3;33.5;-25.9
2729;AL132018;18;23.3;34;0;75;31;34.2;-22.4;34.2;-22.4
2730;AL132018;24;22.2;27;0;70;33;35.5;-18.3;35.5;-18.3
2731;AL132018;28;20.8;25;0;65;34;37.2;-14.1;37.2;-14.1
2732;AL132018;27;19.6;32;0;60;36;39.3;-10.5;39.3;-10.5
2733;AL142018;24;29.3;71;51;330;5;18.1;-86.9;18.5;-86.6
2734;AL142018;25;29.5;72;47;325;3;18.4;-86.8;18.4;-87
2735;AL142018;20;29.4;71;46;0;5;18.8;-86.4;19;-86.9
2736;AL142018;18;29.4;71;54;25;3;19.1;-85.7;18.9;-86.3
2737;AL142018;19;29.6;70;82;35;7;19.7;-85.5;19.8;-85.4
2738;AL142018;23;29.7;68;83;20;6;20.2;-85.4;20.2;-85.5
2739;AL142018;14;29.3;70;106;25;7;20.9;-85.1;20.9;-85.1
2740;AL142018;15;29.4;68;108;0;8;21.7;-85.1;21.7;-85.1
2741;AL142018;19;29.8;69;53;355;10;22.7;-85.2;22.7;-85.2
2742;AL142018;23;29.1;65;31;345;10;23.7;-85.8;23.6;-85.7
2743;AL142018;12;28.8;66;32;345;11;24.6;-86.2;24.6;-86.1
2744;AL142018;12;29.3;65;41;340;10;25.6;-86.4;25.5;-86.4
2745;AL142018;14;28.9;65;35;350;10;26.6;-86.5;26.6;-86.5
2746;AL142018;13;28.5;63;28;355;11;27.7;-86.6;27.8;-86.6
2747;AL142018;6;28.8;63;25;10;12;29;-86.3;29;-86.3
2748;AL142018;9;28.5;64;28;25;14;30.2;-85.4;30.2;-85.5
2749;AL142018;13;28.6;56;2;35;15;31.5;-84.5;31.5;-84.5
2750;AL142018;17;28.3;52;1;40;17;32.8;-83.2;32.8;-83.2
2751;AL142018;19;27.4;45;1;45;18;34.1;-81.7;34.1;-81.7
2752;AL142018;27;27.3;39;1;45;21;35.6;-80;35.6;-80
2753;AL142018;28;26.3;36;1;55;20;36.5;-77.7;36.5;-77.7
2754;AL142018;32;24.4;34;0;65;22;37.3;-75;37.3;-75
2755;AL152018;3;28.2;80;19;280;8;10.4;-29.6;10.3;-29.7
2756;AL152018;5;28;78;22;290;7;10.8;-30.2;10.7;-30.3
2757;AL152018;8;28;79;21;305;7;11.2;-30.7;11.3;-30.8
2758;AL152018;9;27.8;79;19;330;6;11.8;-30.9;11.8;-30.9
2759;AL152018;9;27.7;77;15;325;6;12.3;-31.4;12.4;-31.4
2760;AL152018;12;27.7;75;11;315;7;12.8;-32;12.8;-32
2761;AL152018;16;27.9;75;8;315;7;13.3;-32.5;13.3;-32.5
2762;AL152018;17;27.7;73;4;315;7;13.6;-33.1;13.8;-33.1
2763;AL152018;19;27.9;70;5;300;7;13.9;-33.8;14;-33.7
2764;AL152018;23;28;66;4;295;7;14.3;-34.6;14.3;-34.5
2765;AL152018;24;27.8;67;4;295;8;14.8;-35;14.7;-35.1
2766;AL152018;28;27.5;66;3;300;6;15.3;-35.3;15.1;-35.4
2767;AL152018;33;27.6;64;3;315;6;15.8;-35.7;15.8;-35.7
2768;AL152018;33;27.4;61;3;290;11;16.2;-37;16.3;-37
2769;AL162018;21;26;59;1;15;8;26.4;-45.3;26.4;-45.3
2770;AL162018;23;26.1;54;1;310;10;27.1;-46.5;27.2;-46.5
2771;AL162018;11;26;50;2;280;11;27.4;-48;27.4;-47.7
2772;AL162018;1;26.5;46;6;265;14;27.1;-49.9;27.1;-49.9
2773;AL162018;5;26.9;45;8;250;17;25.9;-51.1;26.2;-51.4
2774;AL162018;11;27.3;48;9;235;14;25.4;-52;25.4;-52
2775;AL162018;11;26.8;45;8;260;9;25.4;-53.1;25.4;-53.2
2776;AL162018;14;26.6;43;10;280;15;25.7;-54.8;25.7;-54.8
2777;AL162018;17;26.9;45;8;270;15;25.5;-56.4;25.5;-56.4
2778;AL162018;18;26.8;46;6;270;12;25.5;-57.5;25.5;-57.5
2779;AL162018;22;26.6;47;5;285;6;25.7;-58.1;25.7;-58.1
2780;AL162018;22;26.5;51;6;320;6;26.2;-58.5;26.2;-58.5
2781;AL162018;19;26.4;54;5;5;7;27;-58.5;26.9;-58.4
2782;AL162018;21;26.5;55;8;10;11;28;-58.4;28;-58.3
2783;AL162018;17;25.5;56;0;15;10;29;-58;29;-58
2784;AL162018;14;24.1;53;0;20;15;30.3;-57.3;30.4;-57.3
2785;AL162018;24;24.3;49;0;35;18;31.7;-56;31.8;-56
2786;AL162018;29;24.2;49;0;35;18;33;-54.6;33.1;-54.5
2787;AL162018;30;23;51;0;40;24;35.4;-52.4;35.4;-52.4
2788;AL162018;39;23.6;50;0;30;30;38;-50.5;38;-50.5
2789;AL042019;21;26.6;40;6;85;19;40.3;-54.8;40.3;-54.8
2790;AL042019;20;25.9;38;0;90;17;40.1;-52.5;40.3;-52.6
2791;AL042019;20;26.2;34;2;100;17;39.9;-50.3;39.9;-50.3
2792;AL042019;19;24.8;32;0;95;17;39.6;-48.3;39.6;-48.3
2793;AL042019;14;25.4;31;0;100;15;39.3;-46.3;39.3;-46.4
2794;AL042019;14;26.1;31;0;100;16;38.9;-44.4;39;-44.4
